StationId,Date,PM2.5,NO,NO2,NOx,NH3,CO,SO2,AQI,AQI_Bucket
DL013,08-09-2019,23.08,6.43,36.42,24.15,35.38,0.53,14.97,52,Satisfactory
DL013,09-09-2019,50.65,6.58,30.35,21.15,29.98,0.68,16.19,83,Satisfactory
DL013,10-09-2019,55.18,8.08,23.61,18.83,31.25,0.46,16.76,90,Satisfactory
DL013,11-09-2019,48.84,9.45,21.22,18.67,29.61,0.59,16.8,76,Satisfactory
DL013,12-09-2019,39.53,9.57,31.55,24.18,34.77,0.54,18.2,84,Satisfactory
DL013,13-09-2019,23.16,6.02,25.46,18.15,26.95,0.4,5.17,,
DL013,14-09-2019,20.6,6.12,15.68,13.11,22.49,0.27,4.88,37,Good
DL013,15-09-2019,25.46,6.94,9.95,10.76,21.04,0.49,6.49,36,Good
DL013,16-09-2019,41.7,13.75,18.59,20.74,31.86,0.66,8.57,56,Satisfactory
DL013,17-09-2019,44.46,6.79,16.81,14.23,25.4,0.59,9.02,81,Satisfactory
DL013,18-09-2019,25.73,5.82,19.47,14.85,24.06,0.29,7.49,56,Satisfactory
DL013,19-09-2019,20.6,6.11,28.84,19.99,24.3,0.32,7.06,36,Good
DL013,20-09-2019,35.48,11.02,23.54,21.14,29.76,0.41,8.77,55,Satisfactory
DL013,21-09-2019,30.09,10.4,25.03,21.42,30.16,0.47,9.14,52,Satisfactory
DL013,22-09-2019,26.68,11.91,6.87,12.53,26.33,0.45,10.64,48,Good
DL013,23-09-2019,32.11,8.93,28.18,21.91,27.37,0.42,8.92,52,Satisfactory
DL013,24-09-2019,38.08,13.26,44.1,33.7,32.33,0.46,10.37,58,Satisfactory
DL013,25-09-2019,25.4,10.6,28.51,23.4,27.94,0.41,10.31,54,Satisfactory
DL013,26-09-2019,23.62,10.13,32.98,25.37,27.04,0.45,10.86,42,Good
DL013,27-09-2019,15.57,5.55,22.37,16.15,22.6,1.05,10.39,66,Satisfactory
DL013,28-09-2019,22.03,6.56,18.51,14.93,25.08,1.11,9.52,88,Satisfactory
DL013,29-09-2019,16.2,5.25,18.75,14.02,21.26,0.2,9.26,33,Good
DL013,30-09-2019,30.91,5.8,23.95,17.18,24.45,0.34,10.28,35,Good
DL013,01-10-2019,28.47,6.76,23.83,17.89,25.88,0.41,11.21,54,Satisfactory
DL013,02-10-2019,29.15,7.48,32.27,22.88,27.17,0.47,11.84,45,Good
DL013,03-10-2019,57.11,9.41,34.47,25.58,31.92,0.49,14.69,78,Satisfactory
DL013,04-10-2019,33.14,8.31,36.53,25.77,32.09,0.34,13.47,72,Satisfactory
DL013,05-10-2019,36.17,5.12,36.59,23.26,24.34,0.57,12.82,57,Satisfactory
DL013,06-10-2019,44.64,5.17,48.81,29.69,21.65,0.38,13.62,69,Satisfactory
DL013,07-10-2019,56.87,5.64,51.41,31.43,21.27,0.63,11.98,89,Satisfactory
DL013,08-10-2019,33.87,5.02,45.69,27.94,19.48,0.58,12.88,71,Satisfactory
DL013,09-10-2019,59.23,11.95,69.57,45.99,38.8,0.76,17.99,89,Satisfactory
DL013,10-10-2019,98.58,5.56,49.16,30.19,40.01,0.73,22.89,155,Moderate
DL013,11-10-2019,76.59,6.12,46.71,29.35,36.61,0.62,23.6,188,Moderate
DL013,12-10-2019,100.92,7.55,52.67,33.61,26.21,0.62,23.48,205,Poor
DL013,13-10-2019,137.1,9.26,59.24,38.42,30.01,0.93,22.6,290,Poor
DL013,14-10-2019,109.3,13.02,51.17,37.2,47.2,0.82,23.26,293,Poor
DL013,15-10-2019,116.79,19.4,56.18,44.92,42.87,0.94,27.17,283,Poor
DL013,16-10-2019,133.06,12.87,59.65,41.53,43.6,0.76,25.66,299,Poor
DL013,17-10-2019,116.65,7.93,65.9,40.85,36.73,0.92,52.27,298,Poor
DL013,18-10-2019,91.24,7.24,51.08,32.54,42.5,0.88,28.46,255,Poor
DL013,19-10-2019,82.39,8.7,58.84,37.76,58.67,0.73,11.82,163,Moderate
DL013,20-10-2019,79.53,6.19,52.93,32.67,53.51,0.85,13.31,198,Moderate
DL013,21-10-2019,108.73,4.76,54.9,32.55,54.01,1.05,14.94,218,Poor
DL013,22-10-2019,77.38,10.94,59.91,40.11,63.08,1.19,17.06,203,Poor
DL013,23-10-2019,103.23,26.57,71.07,58.46,92.7,1.64,19.56,191,Moderate
DL013,24-10-2019,135.82,29.09,73.39,61.69,98.2,1.52,23.31,295,Poor
DL013,25-10-2019,99.67,18.05,56.74,44.15,73.17,1.15,27.6,279,Poor
DL013,26-10-2019,114.18,34.84,60.87,59.74,99.02,1.35,7.55,232,Poor
DL013,27-10-2019,177.33,34.05,66.81,62.22,106.56,1.66,9.48,329,Very Poor
DL013,28-10-2019,339.96,24.01,63.95,52.7,89.69,1.51,9.78,446,Severe
DL013,29-10-2019,290.9,39.85,77.4,72.4,124.63,2.11,10.66,413,Severe
DL013,30-10-2019,252.4,77.87,75.89,102.03,175.01,2.11,13,412,Severe
DL013,31-10-2019,275.98,84.48,76.49,107.63,188.06,2.18,20.33,400,Very Poor
DL013,01-11-2019,334.09,39.67,84.58,76.02,129.27,1.73,19.53,457,Severe
DL013,02-11-2019,287.87,13.84,68.2,46.78,87.29,1.18,13.21,432,Severe
DL013,03-11-2019,570.97,15.77,68.75,48.61,95.82,1.77,17.12,550,Severe
DL013,04-11-2019,293.88,12.48,60.98,41.91,75.93,1.16,20.78,568,Severe
DL013,05-11-2019,182.67,11.11,54.51,37.43,66.13,1.04,13.4,389,Very Poor
DL013,06-11-2019,78.98,42.29,70.02,70.49,115.89,1.03,13.79,209,Poor
DL013,07-11-2019,132.51,14.58,65.01,45.71,80.09,0.93,9.33,235,Poor
DL013,08-11-2019,130.66,20,57.29,45.99,81.8,1.01,14.6,322,Very Poor
DL013,09-11-2019,103.32,8.92,53.39,35.09,63.76,0.69,11.61,274,Poor
DL013,10-11-2019,167.09,7.73,63.58,39.48,68.32,0.74,10.44,310,Very Poor
DL013,11-11-2019,215.58,7.8,64.62,40.08,73.4,1.07,11.62,351,Very Poor
DL013,12-11-2019,290.46,6.66,75.38,44.85,82.73,1.4,17.84,405,Severe
DL013,13-11-2019,267.89,12.3,76.08,49.67,89.06,1.48,19.07,416,Severe
DL013,14-11-2019,263.75,32.37,88.18,72.07,122.42,1.85,25.55,414,Severe
DL013,15-11-2019,266.61,27.54,68.69,57.99,112.09,1.35,33.51,422,Severe
DL013,16-11-2019,117.34,9.32,60.59,39.17,82.85,1.03,27.71,349,Very Poor
DL013,17-11-2019,64.15,6.6,52.41,32.72,70.72,0.67,13.79,175,Moderate
DL013,18-11-2019,87.15,12.22,56.8,39.51,82.02,0.86,12.46,170,Moderate
DL013,19-11-2019,106.79,22.99,73.68,56.96,109.27,1.05,19.74,194,Moderate
DL013,20-11-2019,156.69,84.33,104.26,122.04,228.91,1.78,28.67,307,Very Poor
DL013,21-11-2019,169.18,54.82,99.07,95.73,167.33,1.68,34.95,340,Very Poor
DL013,22-11-2019,167.28,22.04,88.99,64.22,110.86,1.5,19.3,337,Very Poor
DL013,23-11-2019,88.44,10.54,64.72,42.32,68.35,0.84,9.98,273,Poor
DL013,24-11-2019,64.32,6.2,50.55,31.43,59.71,0.63,7.08,143,Moderate
DL013,25-11-2019,70.61,18.07,52.11,41.74,69.4,0.95,14.6,131,Moderate
DL013,26-11-2019,80.14,13.22,55.64,39.71,68.28,0.84,20.79,145,Moderate
DL013,27-11-2019,54.37,7.57,43.28,28.71,57.74,0.68,9.02,101,Moderate
DL013,28-11-2019,28,4.06,25.06,16.43,36.76,0.51,2.33,79,Satisfactory
DL013,29-11-2019,42.07,9.08,37.65,26.97,53.27,0.7,6.41,64,Satisfactory
DL013,30-11-2019,64.4,12.14,51.48,36.67,67.33,1.03,10.28,90,Satisfactory
DL013,01-12-2019,75.7,7.08,62.36,38.31,60.86,0.66,17.24,137,Moderate
DL013,02-12-2019,89.39,12.54,72.53,48.01,60.09,1.05,18.17,182,Moderate
DL013,03-12-2019,87.65,22.74,76.78,58.41,67.18,1.1,23.54,194,Moderate
DL013,04-12-2019,153.38,51.76,76.73,81.58,82.09,1.65,39.4,247,Poor
DL013,05-12-2019,275.42,50.04,80.9,82.38,79.46,2.06,43.45,396,Very Poor
DL013,06-12-2019,160.99,17.86,66.22,48.96,30.6,1.47,22.4,367,Very Poor
DL013,07-12-2019,153.3,37.71,61.31,62.27,40.76,1.43,21.59,325,Very Poor
DL013,08-12-2019,178.43,72.1,68.5,93.54,58.45,1.79,37.74,341,Very Poor
DL013,09-12-2019,126.15,31.13,71.22,62.19,40.39,1.2,25.17,320,Very Poor
DL013,10-12-2019,176.28,43.15,85.06,79.07,49,1.64,24.08,321,Very Poor
DL013,11-12-2019,230.09,79.61,99.03,115.53,74.09,2.04,23.28,367,Very Poor
DL013,12-12-2019,245.67,38.79,96.3,81.45,55.52,1.09,39.01,405,Severe
DL013,13-12-2019,69.58,4.57,44.01,26.7,20.8,0.83,4.22,269,Poor
DL013,14-12-2019,50.11,11.04,50.45,35.25,23.42,0.6,6.94,101,Moderate
DL013,15-12-2019,68.5,13.62,57.44,40.97,26.63,0.41,16.13,110,Moderate
DL013,16-12-2019,66.15,5.73,39.29,25.15,18.51,0.4,7.59,132,Moderate
DL013,17-12-2019,66.07,7.41,34.15,23.81,19.77,0.53,3.75,102,Moderate
DL013,18-12-2019,112.97,12.97,53.61,38.44,31,0.78,10.62,209,Poor
DL013,19-12-2019,192.04,45.15,70.63,73.1,47.48,1.29,24.43,308,Very Poor
DL013,20-12-2019,302.24,49.75,91.04,87.46,63.82,1.58,44.09,407,Severe
DL013,21-12-2019,241.56,30.99,67.42,60.09,50.27,1.06,31.01,431,Severe
DL013,22-12-2019,139.79,6.72,41.4,27.03,30.15,0.72,4.21,346,Very Poor
DL013,23-12-2019,150.01,10.37,42.65,30.63,30.86,0.87,1.95,310,Very Poor
DL013,24-12-2019,252.23,23.8,66.73,53.98,46.11,1.07,12.77,362,Very Poor
DL013,25-12-2019,171.59,12.72,42.25,32.29,28.21,0.66,18.83,387,Very Poor
DL013,26-12-2019,179.52,7.41,45.77,29.88,30.53,0.7,10.59,330,Very Poor
DL013,27-12-2019,258.83,8.7,54.84,35.67,34.57,0.92,18.01,374,Very Poor
DL013,28-12-2019,259.97,25.1,52.48,47.56,40.73,1.19,29.89,418,Severe
DL013,29-12-2019,283.38,9.83,62.3,40.49,35.82,1.04,31.83,412,Severe
DL013,30-12-2019,312.97,35.65,67.9,64.07,46.66,1.45,52.99,431,Severe
DL013,31-12-2019,213.72,40.22,49.03,57.85,47.71,0.91,38.52,411,Severe
DL013,01-01-2020,325.3,100.4,65.95,114.85,84.65,1.63,92.83,459,Severe
DL013,02-01-2020,267.77,120.7,67.48,131.89,113.22,1.71,72.61,426,Severe
DL013,03-01-2020,233.12,58.89,56.81,76.79,64.52,1.81,54.87,413,Severe
DL013,04-01-2020,187.81,75.77,80.41,102.72,77.31,1.72,42.14,335,Very Poor
DL013,05-01-2020,141.54,10.28,63.34,41.36,34.92,0.68,3.2,334,Very Poor
DL013,06-01-2020,115.12,21.26,68.66,52.96,44.36,0.74,9.21,293,Poor
DL013,07-01-2020,91.46,12.33,55.71,39.03,32.16,0.88,5.32,232,Poor
DL013,08-01-2020,99.82,11.73,47.09,34.08,30.62,0.84,12.38,222,Poor
DL013,09-01-2020,64.31,4.99,35.96,22.82,20.1,0.62,8.57,178,Moderate
DL013,10-01-2020,102.36,12.37,59.27,40.93,30.51,0.73,10.31,180,Moderate
DL013,11-01-2020,100.48,13.73,67.75,46.46,39.56,1.11,10.7,249,Poor
DL013,12-01-2020,155.87,41.62,82.66,76.56,60.97,2.01,9.71,300,Poor
DL013,13-01-2020,204.8,33.8,70.73,64.07,57.82,1.98,9.99,352,Very Poor
DL013,14-01-2020,127.04,6.41,41.14,26.66,27.22,1.26,8.03,338,Very Poor
DL013,15-01-2020,89.32,7.53,49.21,31.79,28.5,0.79,5.06,198,Moderate
DL013,16-01-2020,123.6,13.98,51.2,37.99,31.31,0.98,4.05,254,Poor
DL013,17-01-2020,82.54,13.38,45.34,34.45,28.01,0.98,14.18,254,Poor
DL013,18-01-2020,112.89,14.33,46.63,35.88,27.33,0.84,17.82,216,Poor
DL013,19-01-2020,114.51,6.37,42.38,27.28,23.46,0.7,19.68,295,Poor
DL013,20-01-2020,132.6,14.36,51.78,38.6,32.01,1.12,22.49,277,Poor
DL013,21-01-2020,190.18,54.95,63.1,77,61.15,1.51,32.2,339,Very Poor
DL013,22-01-2020,164.99,35.25,58.6,58.88,63.75,1.25,19.11,348,Very Poor
DL013,23-01-2020,56.58,4.24,41.38,25.06,33.9,0.43,8.88,238,Poor
DL013,24-01-2020,64.5,5.83,55.25,33.64,37.35,0.65,6.1,91,Satisfactory
DL013,25-01-2020,108.77,21.73,76.38,57.37,49.42,0.91,11.62,205,Poor
DL013,26-01-2020,159.98,20.23,53.45,44.15,46.33,1.31,12.48,321,Very Poor
DL013,27-01-2020,183.69,80.1,97.78,115.29,87.42,1.79,17.06,334,Very Poor
DL013,28-01-2020,76.32,5.95,45.8,28.66,35.76,1.22,10.72,260,Poor
DL013,29-01-2020,65.29,11.68,49.76,35.27,38.83,0.72,10.76,149,Moderate
DL013,30-01-2020,65.76,7.69,50.14,32.38,33.79,0.63,10.98,122,Moderate
DL013,31-01-2020,71.66,8.26,55.26,35.54,35.79,0.59,12.22,122,Moderate
DL013,01-02-2020,120.93,19.17,46.66,39.76,38.52,0.92,11.53,252,Poor
DL013,02-02-2020,76.27,7.28,51.36,32.72,33.46,0.95,15.47,190,Moderate
DL013,03-02-2020,112.99,14.52,62.79,44.48,39.04,1.02,14.43,233,Poor
DL013,04-02-2020,166.13,51.25,69.55,77.4,59.42,1.26,16.38,316,Very Poor
DL013,05-02-2020,123.02,14.33,53.19,39.31,36.26,0.82,17.44,320,Very Poor
DL013,06-02-2020,95.8,13.94,52.75,38.75,38.44,0.79,11.85,236,Poor
DL013,07-02-2020,157.59,11.96,56.04,38.91,36.85,0.85,14.92,314,Very Poor
DL013,08-02-2020,127.29,11.1,56.2,38.25,39.19,0.86,16.81,311,Very Poor
DL013,09-02-2020,115.95,11.41,53.82,37.3,37.46,0.84,16.25,279,Poor
DL013,10-02-2020,135.54,12.34,57.64,40.05,37.2,0.98,19.76,311,Very Poor
DL013,11-02-2020,125.85,19.99,58.78,46.76,46.17,1.03,16.69,307,Very Poor
DL013,12-02-2020,145.05,6.94,48.21,30.82,42.51,0.98,18.14,314,Very Poor
DL013,13-02-2020,74.49,6.72,44.86,28.86,40.75,1.27,18.52,232,Poor
DL013,14-02-2020,62.99,5.13,35.45,22.67,39.84,0.67,12.94,124,Moderate
DL013,15-02-2020,62.94,5.34,52.91,31.97,43.23,0.49,17.98,101,Moderate
DL013,16-02-2020,114.33,10.32,67.76,43.73,49.49,1.11,18.58,224,Poor
DL013,17-02-2020,136.17,27.8,73.57,60.76,58.34,1.2,18.3,307,Very Poor
DL013,18-02-2020,90.09,10.29,68.86,44.29,45.98,0.78,17.55,239,Poor
DL013,19-02-2020,143.19,144.33,90.33,162.76,106.56,2.08,37.29,292,Poor
DL013,20-02-2020,103.31,4.28,42.48,25.63,36.68,0.81,30.58,267,Poor
DL013,21-02-2020,50.41,4.31,24.82,16.44,30.04,1.12,11.38,177,Moderate
DL013,22-02-2020,43.72,14.64,39.53,32.44,30.34,0.97,10.96,75,Satisfactory
DL013,23-02-2020,124.94,23.46,57.03,48.63,36.84,0.63,18.97,230,Poor
DL013,24-02-2020,53.34,9.02,47.02,31.83,29.34,0.45,16,150,Moderate
DL013,25-02-2020,119.47,6.45,51.28,32,29.99,0.78,15.17,209,Poor
DL013,26-02-2020,138.36,39.93,63.75,65.32,33.1,1.26,13.11,308,Very Poor
DL013,27-02-2020,109.73,14.69,61.36,43.87,30.71,1.12,12.37,292,Poor
DL013,28-02-2020,83.34,4.74,40.27,24.88,26.52,0.8,12.88,211,Poor
DL013,29-02-2020,58.01,3.78,39.47,23.69,27.35,0.56,16.41,137,Moderate
DL013,01-03-2020,42.74,9.78,51.12,34.59,24.1,0.69,14.49,72,Satisfactory
DL013,02-03-2020,118.43,26.26,59.48,52.15,33.59,0.94,18.56,202,Poor
DL013,03-03-2020,80.71,11.52,53.69,37.32,33.42,0.65,10.77,220,Poor
DL013,04-03-2020,91.67,9.26,56.31,36.88,29.09,0.94,25.61,215,Poor
DL013,05-03-2020,32.59,4.72,40.26,24.85,22.68,0.72,11.26,91,Satisfactory
DL013,06-03-2020,20.32,3.27,43.54,25.09,19.64,0.91,10.63,56,Satisfactory
DL013,07-03-2020,38.82,9.49,32.88,24.61,24.33,0.82,17.17,67,Satisfactory
DL013,08-03-2020,138.6,31.45,31.82,41.86,18.77,1.19,27.4,250,Poor
DL013,09-03-2020,54.95,5.6,31.05,20.73,13.98,0.79,11.4,169,Moderate
DL013,10-03-2020,92.85,4.23,29.95,19.04,13.59,0.95,6.95,197,Moderate
DL013,11-03-2020,51.13,3.45,24.87,15.78,15.68,1.14,7.1,104,Moderate
DL013,12-03-2020,66.47,8.23,25.92,20.15,16.9,1.21,12.67,104,Moderate
DL013,13-03-2020,78,9.5,30.78,23.72,18.28,0.61,18.28,153,Moderate
DL013,14-03-2020,36.1,2.3,21.41,13.05,11.55,1.16,12.87,89,Satisfactory
DL013,15-03-2020,61.9,6.41,20.47,15.84,11.27,1.28,15.19,106,Moderate
DL013,16-03-2020,65.65,7.35,34.01,23.69,13.7,1.13,15.75,108,Moderate
DL013,17-03-2020,58.31,4.28,38.64,23.65,17.08,0.91,11.24,124,Moderate
DL013,18-03-2020,67.46,3.5,36.63,21.98,17.16,0.99,11.45,101,Moderate
DL013,19-03-2020,93.2,6.85,36.51,24.6,22.76,0.87,18.32,161,Moderate
DL013,20-03-2020,118.16,10.57,44.27,31.63,23.22,0.97,17.26,286,Poor
DL013,21-03-2020,90.13,11.64,36.06,28.19,22.51,0.74,14.39,234,Poor
DL013,22-03-2020,76.15,4.76,23.37,16.05,19.15,0.76,15.51,187,Moderate
DL013,23-03-2020,45.85,5.52,24.72,17.37,15.58,0.76,8.43,92,Satisfactory
DL013,24-03-2020,50.67,5.46,23.6,16.73,17.15,0.69,11.76,88,Satisfactory
DL013,25-03-2020,30.91,5.73,17.65,13.83,16.64,0.44,11.18,59,Satisfactory
DL013,26-03-2020,13,6.68,17.33,14.41,11.65,0.6,13.62,54,Satisfactory
DL013,27-03-2020,12.8,5.26,12.31,10.65,9.42,0.71,7.77,48,Good
DL013,28-03-2020,11.63,5.09,14.01,11.41,14.09,0.51,10.4,41,Good
DL013,29-03-2020,11.79,4.91,17.38,13.02,19.93,0.68,6.65,52,Satisfactory
DL013,30-03-2020,11.55,4.97,17.01,12.88,15.89,0.57,9.14,43,Good
DL013,31-03-2020,11.41,4.62,15.7,11.91,16.04,0.42,11.67,46,Good
DL013,01-04-2020,12.26,5.03,16.25,12.54,15.32,0.51,15.39,43,Good
DL013,02-04-2020,11.9,4.42,13.31,10.51,15.31,0.53,9.48,64,Satisfactory
DL013,03-04-2020,11.4,4.25,14.39,10.93,13.91,0.47,7.64,62,Satisfactory
DL013,04-04-2020,11.41,4.32,13.66,10.61,12.01,0.8,10.01,68,Satisfactory
DL013,05-04-2020,13.28,4.22,9.93,8.57,9.04,0.83,16.54,54,Satisfactory
DL013,06-04-2020,11.05,4.33,15.09,11.36,15.27,0.84,23.01,63,Satisfactory
DL013,07-04-2020,11.76,4.89,22.68,15.79,23.59,0.7,11.78,61,Satisfactory
DL013,08-04-2020,12.03,4.6,21.65,15.02,22.52,0.34,10.53,25,Good
DL013,09-04-2020,11.08,4.45,21.81,14.98,21.66,0.53,9.13,37,Good
DL013,10-04-2020,11.95,4.83,24.22,16.55,20.93,0.84,10.43,70,Satisfactory
DL013,11-04-2020,11.84,4.78,24.06,16.42,20.37,0.92,19.03,80,Satisfactory
DL013,12-04-2020,11,4.39,19,13.46,17.91,0.76,11.29,59,Satisfactory
DL013,13-04-2020,11.98,4.67,21.4,14.95,16.05,0.9,15.56,73,Satisfactory
DL013,14-04-2020,12.04,4.71,20.13,14.31,16.27,0.99,17.35,87,Satisfactory
DL013,15-04-2020,14.21,5.1,20.87,15.01,12.91,1.09,17.12,81,Satisfactory
DL013,16-04-2020,12.83,4.62,21.96,15.18,13.66,1.11,28.91,92,Satisfactory
DL013,17-04-2020,11.81,4.18,13.26,10.29,12.75,0.89,12.09,74,Satisfactory
DL013,18-04-2020,11.96,4.33,13.28,10.41,13.22,0.96,11.76,82,Satisfactory
DL013,19-04-2020,11.25,4.8,12.95,10.61,10.77,0.53,9.35,45,Good
DL013,20-04-2020,12.03,4.96,15.04,11.84,10.13,0.79,15.3,58,Satisfactory
DL013,21-04-2020,11.76,4.25,13.82,10.64,10.41,0.98,12.6,76,Satisfactory
DL013,22-04-2020,11.56,4.57,14.26,11.13,9.23,0.91,15.67,77,Satisfactory
DL013,23-04-2020,11.52,4.19,14.16,10.78,8.96,0.98,12.31,75,Satisfactory
DL013,24-04-2020,11.84,4.94,14.41,11.5,8.77,1.08,17.7,80,Satisfactory
DL013,25-04-2020,11.39,4.26,12.5,9.95,9.55,1.15,10.8,88,Satisfactory
DL013,26-04-2020,10.97,4.24,12.24,9.8,9.66,0.61,18.45,69,Satisfactory
DL013,27-04-2020,11.34,4.27,11.42,9.39,9.65,0.84,11.26,76,Satisfactory
DL013,28-04-2020,14,4.63,22.69,15.59,18.93,1.05,10.79,75,Satisfactory
DL013,29-04-2020,24.87,6.15,24.48,17.73,19.7,0.96,13.21,49,Good
DL013,30-04-2020,44.83,4.96,26.96,18.08,24.52,2.04,9.37,106,Moderate
DL013,01-05-2020,57.08,5.09,28.3,18.89,24.45,1.74,9.75,102,Moderate
DL013,02-05-2020,31.94,4.57,23.47,15.94,27.34,1.45,9.3,105,Moderate
DL013,03-05-2020,31.73,4.97,25.09,17.11,23.36,0.29,10.5,78,Satisfactory
DL013,04-05-2020,25.17,4.96,23.35,16.19,23.93,0.74,9.88,79,Satisfactory
DL013,05-05-2020,69.1,5.95,28.58,19.72,23.06,0.86,9.29,107,Moderate
DL013,06-05-2020,69.11,4.76,30.23,19.63,22.58,0.92,8.72,120,Moderate
DL013,07-05-2020,44.63,4.45,21.66,14.9,18.24,0.58,6.55,112,Moderate
DL013,08-05-2020,49.64,4.29,25.51,16.79,20.6,0.6,6.74,87,Satisfactory
DL013,09-05-2020,51.3,4.51,25.37,16.89,20.94,0.68,2.07,99,Satisfactory
DL013,10-05-2020,48.59,4.55,26.4,17.47,21.05,0.34,3.68,88,Satisfactory
DL013,11-05-2020,39.8,4.83,30.19,19.67,20.09,0.78,4.69,92,Satisfactory
DL013,12-05-2020,46.48,4.84,27.4,18.22,19.24,0.59,4,85,Satisfactory
DL013,13-05-2020,65.4,6.59,32.82,22.45,32.02,0.21,3.55,100,Satisfactory
DL013,14-05-2020,68.74,10.43,38.25,28.18,27.41,0.46,9.38,128,Moderate
DL013,15-05-2020,43.54,7.74,41.84,28.1,23.81,0.81,7.51,103,Moderate
DL013,16-05-2020,64.54,4.88,46.26,28.12,16.12,0.61,1.53,115,Moderate
DL013,17-05-2020,83.3,4.93,50.15,30.2,14.64,1.05,2.58,147,Moderate
DL013,18-05-2020,97.17,5.13,56.22,33.54,9.63,0.88,7.52,198,Moderate
DL013,19-05-2020,98.52,5.65,55.95,33.82,12.16,1.44,5.82,234,Poor
DL013,20-05-2020,67.32,4.68,47.66,28.7,20.23,0.65,4.59,163,Moderate
DL013,21-05-2020,64.41,4.44,52.78,31.18,18.47,0.86,6.68,114,Moderate
DL013,22-05-2020,92.46,6.49,68.57,41.1,15.99,1.37,13.39,168,Moderate
DL013,23-05-2020,84.44,15.65,70.76,49.57,22.41,1.3,7.31,196,Moderate
DL013,24-05-2020,88.28,5.43,42.54,26.62,23.24,0.82,17.21,184,Moderate
DL013,25-05-2020,56.08,4.43,41,25.01,23.82,0.94,10.06,134,Moderate
DL013,26-05-2020,53.02,6.2,50.09,31.18,21.19,0.79,7.14,101,Moderate
DL013,27-05-2020,56.11,4.59,36.59,22.83,21.05,0.7,12.42,88,Satisfactory
DL013,28-05-2020,57.47,4.58,25.56,17.05,23.54,0.22,9.37,98,Satisfactory
DL013,29-05-2020,26.19,5.21,30.19,19.97,20.37,0.1,12.86,67,Satisfactory
DL013,30-05-2020,21.6,5.03,27.36,18.34,20.29,0.1,10.7,40,Good
DL013,31-05-2020,19.73,4.9,27.48,18.31,24.06,0.1,9.83,40,Good
DL013,01-06-2020,40.17,5.43,32.55,21.39,16.6,0.24,12.28,46,Good
DL013,02-06-2020,43.29,6.81,37,24.82,12.36,0.27,10.88,74,Satisfactory
DL013,03-06-2020,68.25,6.18,40.66,26.23,16.03,0.72,10.55,99,Satisfactory
DL013,04-06-2020,76.24,8.66,52.83,34.59,16.61,0.89,9.53,150,Moderate
DL013,05-06-2020,45.31,4.52,35.9,22.42,20.91,0.69,6.75,109,Moderate
DL013,06-06-2020,34.16,3.99,26.12,16.87,19.04,0.45,7.34,62,Satisfactory
DL013,07-06-2020,39.19,3.78,25.89,16.58,19.01,0.44,8.07,62,Satisfactory
DL013,08-06-2020,68.69,4.18,23.8,15.79,15.6,0.62,10.25,92,Satisfactory
DL013,09-06-2020,59.75,4.73,24.45,16.59,14.05,0.66,9.3,105,Moderate
DL013,10-06-2020,79.56,4.94,22.05,15.5,13.41,0.72,5.63,153,Moderate
DL013,11-06-2020,67.12,4.37,15.58,11.65,14.12,0.62,8.12,136,Moderate
DL013,12-06-2020,67.53,3.52,20.33,13.47,25.8,0.68,3.57,126,Moderate
DL013,13-06-2020,66.1,4.04,26.5,17.11,31.63,0.62,1.96,109,Moderate
DL013,14-06-2020,98.97,6.64,30.25,21.15,24.25,0.92,10.38,218,Poor
DL013,15-06-2020,44.97,5.03,21.88,15.48,25.52,0.69,6.3,110,Moderate
DL013,16-06-2020,40.88,4.27,19.94,13.85,25.56,0.48,7.84,77,Satisfactory
DL013,17-06-2020,41.18,3.74,16.27,11.51,26.52,0.54,4.76,65,Satisfactory
DL013,18-06-2020,31.43,3.99,18.34,12.79,25.27,0.46,5.77,59,Satisfactory
DL013,19-06-2020,59.29,3.93,19.27,13.23,25.46,0.57,7.2,69,Satisfactory
DL013,20-06-2020,47.68,4.25,20.25,14,24.59,0.39,4.37,97,Satisfactory
DL013,21-06-2020,45.52,6.17,23.06,17.01,23.49,0.57,11.07,79,Satisfactory
DL013,22-06-2020,40.43,4.1,20.4,13.98,26.22,0.69,6.36,77,Satisfactory
DL013,23-06-2020,34.14,4.01,16.46,11.82,31.82,0.74,4.66,75,Satisfactory
DL013,24-06-2020,27.04,4.06,18.4,12.88,30.1,0.89,6.71,63,Satisfactory
DL013,25-06-2020,49.55,4.77,21.12,14.88,31.21,0.85,5.51,68,Satisfactory
DL013,26-06-2020,57.3,4.43,21.91,14.97,29.16,0.78,3.16,97,Satisfactory
DL013,27-06-2020,69.58,4.91,19.85,14.33,29.1,0.5,4.98,90,Satisfactory
DL013,28-06-2020,123.43,6.48,22.18,16.8,27.7,0.57,5.29,229,Poor
DL013,29-06-2020,87.5,5.35,21.9,15.75,26.06,0.77,1.99,288,Poor
DL013,30-06-2020,48.68,4.19,17.68,12.61,28.46,0.68,1.88,98,Satisfactory
DL013,01-07-2020,97.3,3.77,17.19,11.83,30.09,0.71,0.29,85,Satisfactory
