StationId,Date,PM2.5,NO,NO2,NOx,NH3,CO,SO2,AQI,AQI_Bucket
DL013,08-11-2018,407.48,71.34,73.54,96.18,78.41,0.94,41.61,462,Severe
DL013,09-11-2018,246.75,49.07,68.66,75.78,72.96,2.03,34.99,440,Severe
DL013,10-11-2018,223.58,64.38,91.23,100.03,89.11,2.42,20.34,372,Very Poor
DL013,11-11-2018,192.87,45.09,73.61,75.23,79.15,2.03,15.07,360,Very Poor
DL013,12-11-2018,191.78,44.3,65.04,70.03,80.23,2.05,19.31,359,Very Poor
DL013,13-11-2018,218.21,73.65,88.97,106.24,102.03,2.45,40.46,363,Very Poor
DL013,14-11-2018,125.39,27.53,65.77,56.08,82.32,1.45,26.8,339,Very Poor
DL013,15-11-2018,77.35,10.66,44.88,31.22,65.64,0.82,17.96,212,Poor
DL013,16-11-2018,90.14,5.39,43.51,27.46,47.29,0.72,11.33,196,Moderate
DL013,17-11-2018,103.06,15.4,54.87,41.51,51.39,1.1,11.81,214,Poor
DL013,18-11-2018,145.48,56.66,77.99,86.82,73.89,1.07,14.73,299,Poor
DL013,19-11-2018,150.19,5.11,60.3,36.17,53.17,0.3,13.43,322,Very Poor
DL013,20-11-2018,169.41,25.21,77.03,60.41,65.95,1.56,14.83,330,Very Poor
DL013,21-11-2018,153.19,13,67.99,46.56,55.51,1.06,12.84,338,Very Poor
DL013,22-11-2018,111.92,41.27,78.32,58.54,60.4,1.31,12.52,293,Poor
DL013,23-11-2018,132.61,43.85,75.2,75.08,59.18,1.64,14.69,316,Very Poor
DL013,24-11-2018,85.45,11.42,50.63,36.07,39.11,0.93,14.4,209,Poor
DL013,25-11-2018,104.69,29.35,71.73,60.15,49.07,1.22,20.27,227,Poor
DL013,26-11-2018,125.07,59.09,70.36,81.33,68.19,1.84,24.19,294,Poor
DL013,27-11-2018,175.28,217.56,126.28,238.82,156.88,3.59,48.79,328,Very Poor
DL013,28-11-2018,169.91,103.51,98.08,134.98,105.42,2.28,34.76,332,Very Poor
DL013,29-11-2018,174.37,59.17,74.05,86.73,87.83,1.58,19.92,355,Very Poor
DL013,30-11-2018,131.83,21.37,70.32,54.5,60.06,1.08,16.26,316,Very Poor
DL013,01-12-2018,101.3,42.35,70.98,71.64,58.04,1.32,15.4,272,Poor
DL013,02-12-2018,152.93,138.08,113.51,170.84,101,2.65,21.51,297,Poor
DL013,03-12-2018,126.37,78.99,82.95,107.31,76.49,2.02,16.81,320,Very Poor
DL013,04-12-2018,215.84,101.05,103.14,135.7,98.45,2.52,15.35,354,Very Poor
DL013,05-12-2018,138.49,73.95,73.39,98.19,79.62,1.91,27.15,335,Very Poor
DL013,06-12-2018,184.94,77.23,75.4,101.88,79.25,2.17,20.15,336,Very Poor
DL013,07-12-2018,135.4,22.65,60.99,50.56,55.13,1.12,16.73,322,Very Poor
DL013,08-12-2018,144.56,34.79,68.92,64.5,59.84,1.26,14.46,309,Very Poor
DL013,09-12-2018,200.17,46.61,79.08,79.47,63.3,1.59,13.41,352,Very Poor
DL013,10-12-2018,223.65,50.74,76.08,81.06,67.87,1.61,20.15,366,Very Poor
DL013,11-12-2018,230.92,104.32,94.85,133.91,81.33,2.48,39.21,,
DL013,12-12-2018,137.35,58.06,83.12,90.66,68.76,1.4,22.11,,
DL013,13-12-2018,110.83,10.2,28.35,23.24,36.75,0.98,16.38,275,Poor
DL013,14-12-2018,101.69,8.81,40.1,28.38,40.95,0.95,11.31,249,Poor
DL013,15-12-2018,120.02,8.11,51.06,33.65,43.45,1.01,14.16,263,Poor
DL013,16-12-2018,170.43,15.17,65.59,47.02,56.53,0.84,15.2,311,Very Poor
DL013,17-12-2018,168.17,19.72,61.19,48.32,51.28,1.15,8.62,352,Very Poor
DL013,18-12-2018,185,13.24,68.87,47.22,56.85,1.21,8.05,345,Very Poor
DL013,19-12-2018,202.67,16.83,76.67,54.25,58.74,1.4,16.81,360,Very Poor
DL013,20-12-2018,243.12,38.97,77.04,72.16,56.36,1.98,20.29,377,Very Poor
DL013,21-12-2018,186.83,21.36,75.27,56.7,60.19,1.29,16.61,362,Very Poor
DL013,22-12-2018,309.3,62.38,92.53,99.12,65.28,2.19,26.5,407,Severe
DL013,23-12-2018,378.1,108.02,87.78,130.57,82.06,3.43,50.32,498,Severe
DL013,24-12-2018,383.06,108.63,80.12,129.52,75.76,3.06,37.71,504,Severe
DL013,25-12-2018,219.01,10.87,64.24,42.86,56.95,1.53,15.6,412,Severe
DL013,26-12-2018,208.63,42.76,71.24,72.1,53.55,1.92,17.74,373,Very Poor
DL013,27-12-2018,307.53,122.93,90.25,146.35,78.04,2.91,39.25,433,Severe
DL013,28-12-2018,224.7,15.51,60.58,44.63,52.89,1.91,3.93,386,Very Poor
DL013,29-12-2018,223.37,36.54,69.24,66.06,51.93,1.68,6.36,385,Very Poor
DL013,30-12-2018,355.39,114.42,83.58,136,71.72,3.19,13.47,442,Severe
DL013,31-12-2018,313.3,47.83,70,75.5,61.23,2.37,12.48,476,Severe
DL013,01-01-2019,260.75,64.88,77.4,93.07,67.47,2.17,11.3,404,Severe
DL013,02-01-2019,334.59,112.48,90.75,138.26,75.27,1.02,17.66,452,Severe
DL013,03-01-2019,342.76,53.25,75.44,82.73,25.7,0.47,10.93,468,Severe
DL013,04-01-2019,256.85,23.81,59.79,50.85,25.9,2.09,4.17,415,Severe
DL013,05-01-2019,249.89,26.4,53.25,49.45,45.68,1.88,6.23,416,Severe
DL013,06-01-2019,184.61,15.45,44.74,36.16,51.67,0.84,4.93,369,Very Poor
DL013,07-01-2019,168.35,19.37,54.27,44.37,53.72,0.68,6.08,336,Very Poor
DL013,08-01-2019,132.21,12.14,50.5,36.58,43.62,0.65,4.84,324,Very Poor
DL013,09-01-2019,134.45,8.55,49.82,33.34,35.83,0.62,3.66,315,Very Poor
DL013,10-01-2019,148.14,16.15,54.07,41.68,36.69,0.85,4.39,313,Very Poor
DL013,11-01-2019,289.39,65.86,64.88,87.2,42.36,1.76,12.87,388,Very Poor
DL013,12-01-2019,417,143.22,96.25,165.77,56.39,2.88,24.21,504,Severe
DL013,13-01-2019,328.74,73.72,78.01,100.47,46.13,2.02,22.36,484,Severe
DL013,14-01-2019,84.32,5.57,38.6,24.99,31.03,0.57,6.5,321,Very Poor
DL013,15-01-2019,123.25,13.03,55.16,39.76,27.52,0.98,4.83,234,Poor
DL013,16-01-2019,257.71,74.49,80.92,102.63,32.25,1.64,12.59,366,Very Poor
DL013,17-01-2019,402.81,87.41,84.62,114.94,41.68,2.2,21.51,485,Severe
DL013,18-01-2019,217.85,17.53,70.95,51.76,34.23,1.56,9.47,420,Severe
DL013,19-01-2019,256.17,63.95,88.91,98.45,30.89,1.65,12.86,391,Very Poor
DL013,20-01-2019,372.08,144.33,121,179.82,47.64,2.87,25.65,476,Severe
DL013,21-01-2019,222.23,70.89,61.86,89.61,49.1,1.71,23.26,432,Severe
DL013,22-01-2019,40.85,7.31,33.87,23.87,44.31,1.11,6.05,180,Moderate
DL013,23-01-2019,135.86,29.16,42.16,46,28.81,1.33,7.24,198,Moderate
DL013,24-01-2019,160.73,18.41,39.87,36.41,21.9,1.02,8.41,340,Very Poor
DL013,25-01-2019,71.99,4.48,34.75,22.4,16.67,0.4,3.79,198,Moderate
DL013,26-01-2019,86.15,3.78,36.75,22.88,14.73,0.73,4.3,185,Moderate
DL013,27-01-2019,112.69,5.49,46.38,28.83,16,0.62,3.44,222,Poor
DL013,28-01-2019,105.59,6.61,51.66,32.98,16.83,0.68,3.99,273,Poor
DL013,29-01-2019,123.22,12.69,60.47,42.54,19.64,0.86,6.57,281,Poor
DL013,30-01-2019,190.45,36.71,83.98,73.86,39.53,1.2,12.37,325,Very Poor
DL013,31-01-2019,264.57,49.99,76.86,80.23,43.72,1.47,27.97,416,Severe
DL013,01-02-2019,174.86,9.31,50.86,34.07,37.79,0.89,15.81,343,Very Poor
DL013,02-02-2019,193.45,7.29,39.2,26.36,35.21,0.99,7.36,350,Very Poor
DL013,03-02-2019,148,8,34.01,24.2,31.99,0.93,6.75,340,Very Poor
DL013,04-02-2019,186.94,29.88,63.07,56.93,30.56,1.37,13.12,341,Very Poor
DL013,05-02-2019,291.42,98.63,96.52,129.44,39.59,2.56,25.24,410,Severe
DL013,06-02-2019,183.05,30.81,52.89,52.34,38.22,1.17,17.61,382,Very Poor
DL013,07-02-2019,65.94,4.75,24.96,16.86,29.59,0.68,7.06,240,Poor
DL013,08-02-2019,80.63,8.23,31.54,23.1,17.65,0.54,5.82,123,Moderate
DL013,09-02-2019,81.51,6.75,37.43,25,17.95,0.93,4.39,170,Moderate
DL013,10-02-2019,115.54,8.41,48.41,32.08,24.37,0.83,5.1,248,Poor
DL013,11-02-2019,160.26,15.23,49.61,38.16,12.19,1.2,8.02,315,Very Poor
DL013,12-02-2019,198.39,16.52,55.55,42.3,7.22,1.21,11.26,341,Very Poor
DL013,13-02-2019,216.62,19.94,66.75,50.9,13.41,1.4,12.23,373,Very Poor
DL013,14-02-2019,168.87,16.02,46.85,37.35,14.57,1.22,13.69,364,Very Poor
DL013,15-02-2019,114.45,8.44,33.4,24.24,15.72,1.09,8.93,278,Poor
DL013,16-02-2019,108.23,6.41,28.58,20.09,11.81,0.99,3.88,292,Poor
DL013,17-02-2019,102.02,6.68,32.46,22.34,10.19,1.08,7.36,256,Poor
DL013,18-02-2019,114.94,7.85,47.39,31.1,11.04,0.81,10.51,279,Poor
DL013,19-02-2019,124.83,17.05,49.6,39.61,11.04,1.28,9.86,242,Poor
DL013,20-02-2019,106.33,12.48,45.88,34.01,23.07,0.91,10.91,312,Very Poor
DL013,21-02-2019,94.36,23.63,43.76,41.76,34.27,1.76,11.74,193,Moderate
DL013,22-02-2019,80.66,17.86,29.91,29.95,16.86,0.83,8.1,219,Poor
DL013,23-02-2019,46.13,3.99,26.73,17.18,20.84,0.52,2.64,89,Satisfactory
DL013,24-02-2019,64.83,4.04,38.76,23.52,26.73,0.53,4.13,93,Satisfactory
DL013,25-02-2019,136.49,12.96,59.86,41.71,27.91,0.72,10.65,266,Poor
DL013,26-02-2019,67.1,12.58,47,34.67,26.73,0.92,8.78,183,Moderate
DL013,27-02-2019,49.74,5.54,29.32,19.78,26.05,0.68,4.71,97,Satisfactory
DL013,28-02-2019,116.06,14.29,40.83,32.8,23.46,0.69,7.53,232,Poor
DL013,01-03-2019,82.55,7.59,47.18,30.77,17.93,0.66,8.04,196,Moderate
DL013,02-03-2019,105.02,9.38,55.23,36.42,18.34,1.11,10.16,217,Poor
DL013,03-03-2019,47.66,10.84,34.18,26.57,16.91,1.43,4.7,146,Moderate
DL013,04-03-2019,132.85,31.5,39.24,45.75,18.62,1.34,11.06,249,Poor
DL013,05-03-2019,64.61,5.49,29.94,20.07,17.54,0.96,4.95,186,Moderate
DL013,06-03-2019,77.63,5.74,38.2,24.59,17.52,0.91,6.28,145,Moderate
DL013,07-03-2019,93.9,11.02,43.64,31.66,21.38,1.15,8.62,186,Moderate
DL013,08-03-2019,115.18,7.09,41.87,27.6,24.48,1.21,10.04,265,Poor
DL013,09-03-2019,77.08,5.59,31.95,21.2,23.77,1.03,7.21,209,Poor
DL013,10-03-2019,79.5,5.93,36.5,23.85,20.59,0.86,6.33,132,Moderate
DL013,11-03-2019,105.37,5.47,43.68,27.23,20.68,1,7.42,249,Poor
DL013,12-03-2019,70.57,3.64,21.56,13.62,13.4,0.8,6.4,168,Moderate
DL013,13-03-2019,108.97,8.9,36.77,26.37,18.32,0.93,11.26,182,Moderate
DL013,14-03-2019,135.72,9.15,36.09,26.21,34.69,0.98,15.44,320,Very Poor
DL013,15-03-2019,58.48,7.98,43.07,28.94,31.86,0.65,8.15,166,Moderate
DL013,16-03-2019,59.88,4.27,46.37,27.66,16.2,0.64,3.62,91,Satisfactory
DL013,17-03-2019,86.82,3.73,40.29,24.08,15.68,0.58,6.21,176,Moderate
DL013,18-03-2019,97.7,5.11,56.19,33.5,16.94,0.85,15.05,209,Poor
DL013,19-03-2019,88.85,14.41,66.56,46.38,15.47,0.98,30.02,214,Poor
DL013,20-03-2019,101.57,21.4,65.9,51.62,15.85,1.13,48.34,235,Poor
DL013,21-03-2019,131.08,5.78,39.6,25.36,16.22,1.14,37.22,301,Very Poor
DL013,22-03-2019,51.62,3.62,28.92,18.03,16.06,0.51,24.94,142,Moderate
DL013,23-03-2019,55.27,3.57,35.93,21.67,16.62,0.6,20.06,96,Satisfactory
DL013,24-03-2019,56.89,5.27,38.54,24.4,17.29,0.69,24.92,89,Satisfactory
DL013,25-03-2019,70.85,4.37,38.22,23.51,16.52,0.6,26.85,113,Moderate
DL013,26-03-2019,74.41,5.35,46.96,28.87,16.06,0.58,19.58,160,Moderate
DL013,27-03-2019,77.58,7.17,56.99,35.57,16.19,0.66,16.97,144,Moderate
DL013,28-03-2019,129.44,20.7,73.5,55.04,13.65,1.08,18.33,253,Poor
DL013,29-03-2019,185.08,20.59,72.24,54.3,14.6,1.17,18.07,338,Very Poor
DL013,30-03-2019,165.03,7.8,60.12,37.72,15.22,0.86,24.07,340,Very Poor
DL013,31-03-2019,80.31,3.84,34.99,21.4,14.69,0.42,15.23,258,Poor
DL013,01-04-2019,56.85,3.82,35.03,21.4,17.34,0.45,10.93,107,Moderate
DL013,02-04-2019,106.28,8.6,47.75,31.87,27.65,0.86,20.06,186,Moderate
DL013,03-04-2019,80.05,10.08,51.34,34.95,35.33,1.02,18.76,196,Moderate
DL013,04-04-2019,156.86,9.63,60.06,39.15,37.43,1.43,41.93,302,Very Poor
DL013,05-04-2019,184.06,15.75,57.44,42.67,35.63,1.33,18.7,344,Very Poor
DL013,06-04-2019,134.31,13.42,48.66,35.11,31.54,1.08,9.31,313,Very Poor
DL013,07-04-2019,192.91,13.77,21.68,19.35,23.52,1.21,3.87,340,Very Poor
DL013,08-04-2019,154.39,11.88,40.84,27.86,29.08,0.86,2.83,343,Very Poor
DL013,09-04-2019,108.79,13.72,42.69,30.33,31.68,1.11,8.78,291,Poor
DL013,10-04-2019,135.11,13.65,42.3,30.07,31.48,1.16,12.24,309,Very Poor
DL013,11-04-2019,113.36,7.38,35.19,21.33,26.72,0.97,12.46,283,Poor
DL013,12-04-2019,102.93,6.25,35.53,20.61,27.63,0.76,11.85,223,Poor
DL013,13-04-2019,72.1,5.41,28.89,16.46,24.21,0.55,12.53,219,Poor
DL013,14-04-2019,73.13,5.26,29.84,16.83,24.39,0.6,12.27,116,Moderate
DL013,15-04-2019,66.52,8.04,32.58,21.92,26.04,0.82,8.54,143,Moderate
DL013,16-04-2019,108.2,14.13,26.27,25.05,26.82,0.92,8.06,264,Poor
DL013,17-04-2019,37.88,4.35,18.23,13.02,24.31,0.69,8.51,99,Satisfactory
DL013,18-04-2019,55,5.74,31,20.82,23.14,0.94,16.12,74,Satisfactory
DL013,19-04-2019,92.42,10.51,41.97,30.38,29.35,0.94,19.64,203,Poor
DL013,20-04-2019,98.19,7.36,44.69,29.29,27.14,1.07,31.59,210,Poor
DL013,21-04-2019,118.77,26.62,53.33,49.22,39.61,1.64,30.91,255,Poor
DL013,22-04-2019,122.27,11.34,53.39,37.03,33.53,1.48,32.68,304,Very Poor
DL013,23-04-2019,101.51,38.45,51.65,57.8,44.94,1.45,19.28,237,Poor
DL013,24-04-2019,103.49,5.54,42.87,26.88,22.64,0.97,15.8,237,Poor
DL013,25-04-2019,118.98,5.33,27.93,18.56,14.86,0.83,12.7,272,Poor
DL013,26-04-2019,117.92,6.62,40.01,25.93,15.96,0.94,19.3,286,Poor
DL013,27-04-2019,130.45,5.26,36.87,23.52,15.61,0.61,18.27,291,Poor
DL013,28-04-2019,123.4,5.21,35.33,22.67,16.54,0.66,8.8,308,Very Poor
DL013,29-04-2019,115.71,8.69,44.88,30.45,16.39,0.76,8.12,301,Very Poor
DL013,30-04-2019,134.1,7.21,40.32,26.87,16.97,0.85,24.06,304,Very Poor
DL013,01-05-2019,156.04,6.43,36.08,23.35,15.03,0.84,37.51,321,Very Poor
DL013,02-05-2019,96.18,5.92,29.14,19.95,14.06,0.92,6.56,254,Poor
DL013,03-05-2019,70.15,5.9,29.39,20.11,14.5,0.78,23.89,175,Moderate
DL013,04-05-2019,98.09,5.23,45,27.73,17.42,0.77,27.57,194,Moderate
DL013,05-05-2019,122.22,7.75,48.38,31.53,19.58,0.77,22.39,280,Poor
DL013,06-05-2019,113.81,40.55,69.32,68.73,29.92,1.38,28.13,295,Poor
DL013,07-05-2019,118.7,27.02,60.53,53.31,26.05,1.3,27.88,263,Poor
DL013,08-05-2019,127.38,69.89,56.71,85.6,35.03,1.75,46.01,307,Very Poor
DL013,09-05-2019,127.45,13.96,50.6,37.66,21.13,0.96,28.22,307,Very Poor
DL013,10-05-2019,112.34,6,28.66,19.8,15.74,0.67,23.63,284,Poor
DL013,11-05-2019,131.41,5.86,33.13,22.03,15.34,0.91,25.21,295,Poor
DL013,12-05-2019,207.02,5.31,30.01,19.96,13.69,1.01,17.58,337,Very Poor
DL013,13-05-2019,148.39,10.06,44.86,31.53,18.88,1.36,42.37,346,Very Poor
DL013,14-05-2019,130.93,4.52,25.12,16.44,13.5,0.68,10.7,310,Very Poor
DL013,15-05-2019,124.13,32.91,63.28,59.46,38.27,1.24,10.33,306,Very Poor
DL013,16-05-2019,128.07,23.47,50.08,44.99,39.43,1,11.81,304,Very Poor
DL013,17-05-2019,209.32,23.77,42.78,41.42,34.9,0.88,7.88,335,Very Poor
DL013,18-05-2019,130.95,5.38,22.66,16.17,19.48,2.61,3.24,347,Very Poor
DL013,19-05-2019,171.47,6.33,37.47,24.68,24.3,3.48,8.92,322,Very Poor
DL013,20-05-2019,91.8,14.29,51.83,38.57,33.3,0.71,15.28,293,Poor
DL013,21-05-2019,78.41,6.21,45.37,28.72,29.23,0.87,16.41,190,Moderate
DL013,22-05-2019,67.21,10.64,44.1,31.61,28.22,0.89,12.03,125,Moderate
DL013,23-05-2019,84.49,31.66,48.25,50.59,38.91,1.07,19.17,163,Moderate
DL013,24-05-2019,51.42,10.54,28.11,22.47,22.61,0.71,8.2,116,Moderate
DL013,25-05-2019,63.09,6.88,26.7,19.47,21.04,0.55,7.51,121,Moderate
DL013,26-05-2019,62.97,4.61,28.2,18.45,19.39,0.76,8.67,104,Moderate
DL013,27-05-2019,80.06,7.62,40.27,27.18,24.5,0.7,14.08,149,Moderate
DL013,28-05-2019,78.13,5.26,52.97,31.95,28.98,0.88,16.76,162,Moderate
DL013,29-05-2019,108.63,5.29,48.14,29.43,27.35,0.71,22.17,184,Moderate
DL013,30-05-2019,89.89,30.38,58.23,54.79,40.31,1.29,10.53,261,Poor
DL013,31-05-2019,132.22,15.04,43.48,34.8,28.28,1.01,17.5,261,Poor
DL013,01-06-2019,124.44,37.79,49.34,56.06,39.79,1.44,14.42,308,Very Poor
DL013,02-06-2019,73.32,4.45,24.09,16.17,18.54,0.74,5.15,215,Poor
DL013,03-06-2019,87.37,4.24,18.58,13.11,15.14,0.55,3.27,175,Moderate
DL013,04-06-2019,69.12,4.04,22.23,14.87,16.79,0.53,4.18,129,Moderate
DL013,05-06-2019,96.4,6.96,42.84,21,18.45,0.81,9.49,211,Poor
DL013,06-06-2019,99.9,14.01,64.26,28.77,24.28,0.7,10.21,219,Poor
DL013,07-06-2019,58.65,4.62,22.52,15.48,21.56,0.7,7.12,145,Moderate
DL013,08-06-2019,78.42,6.62,29.36,20.67,24.45,0.93,7.52,148,Moderate
DL013,09-06-2019,112.22,24.81,53.36,47.79,43.71,1.38,17.25,256,Poor
DL013,10-06-2019,75.9,23.29,56.01,47.95,43.15,1.4,14.18,168,Moderate
DL013,11-06-2019,244.57,20.33,45.32,39.99,37.39,1.16,14.45,313,Very Poor
DL013,12-06-2019,86.53,6.18,20.84,15.86,21.68,0.54,8.42,300,Poor
DL013,13-06-2019,70.23,4.94,21.47,15.2,20.31,0.66,5.73,166,Moderate
DL013,14-06-2019,71.83,4.68,31.4,20.19,24.02,0.63,5.49,117,Moderate
DL013,15-06-2019,120.96,7.55,50.17,32.3,33.34,0.63,10.81,219,Poor
DL013,16-06-2019,75.41,4.3,13.34,10.42,17.34,0.52,6.8,244,Poor
DL013,17-06-2019,63.28,4.76,21.31,14.97,21.12,0.83,8.04,110,Moderate
DL013,18-06-2019,83.35,7.39,20.53,16.66,21.47,0.74,5.97,180,Moderate
DL013,19-06-2019,121.93,8.91,34.75,25.32,28.23,0.6,9.58,219,Poor
DL013,20-06-2019,69.09,6.76,24.02,17.98,23.87,0.53,7.13,188,Moderate
DL013,21-06-2019,133.37,6.46,30.12,20.94,24.8,0.85,9.89,265,Poor
DL013,22-06-2019,91.68,5.77,29.81,20.23,22.72,0.74,9.98,253,Poor
DL013,23-06-2019,128.78,4.66,13.16,10.62,16.68,0.52,7.86,281,Poor
DL013,24-06-2019,98.08,4.9,11.92,10.16,17,0.48,7,277,Poor
DL013,25-06-2019,107.94,6.1,18.18,14.4,19.65,0.63,8.34,212,Poor
DL013,26-06-2019,152.58,8.27,26.75,20.59,27.04,0.72,12.26,311,Very Poor
DL013,27-06-2019,71.58,6.5,23.53,17.49,23.33,0.64,13.12,,
DL013,28-06-2019,70.45,6.65,26.37,19.11,23.51,0.66,13.57,138,Moderate
DL013,29-06-2019,70.37,6.18,22.05,16.48,22.38,0.66,12.41,135,Moderate
DL013,30-06-2019,71.41,10.24,22.32,19.88,24.34,0.7,14.2,137,Moderate
DL013,01-07-2019,85.62,5.3,15.08,12.15,19.5,0.66,13.63,146,Moderate
DL013,02-07-2019,154.12,7.12,22.3,17.32,18.74,0.55,13.23,300,Poor
DL013,03-07-2019,94.88,4.71,17.58,12.97,16.22,0.53,11.19,269,Poor
DL013,04-07-2019,107,8.88,19.15,17.13,20.57,0.66,12.56,241,Poor
DL013,05-07-2019,52.21,15.54,14.95,20.26,27.19,0.7,17.15,158,Moderate
DL013,06-07-2019,46.65,9.23,28.27,22.18,27.05,0.64,12.18,84,Satisfactory
DL013,07-07-2019,41,2.91,31.85,18.97,25.52,0.54,9.46,66,Satisfactory
DL013,08-07-2019,40.88,3.64,36.35,21.94,73.69,0.57,10.64,71,Satisfactory
DL013,09-07-2019,44.91,3.4,35.04,21.06,47.87,0.49,9.61,76,Satisfactory
DL013,10-07-2019,39.39,3.53,30.87,18.98,26.09,0.47,11.54,66,Satisfactory
DL013,11-07-2019,94.13,4.33,27.5,17.86,25.31,0.39,10.41,117,Moderate
DL013,12-07-2019,129.04,4.6,26.63,17.63,35.45,0.76,10.56,290,Poor
DL013,13-07-2019,120.93,2.49,24.51,14.83,22.83,0.42,11.64,302,Very Poor
DL013,14-07-2019,120.68,2.68,23.44,14.42,19.75,0.53,9.92,300,Poor
DL013,15-07-2019,138.25,4.83,30.8,20.04,23.06,0.54,9.83,313,Very Poor
DL013,16-07-2019,63.45,2.73,28.32,17.01,21.91,0.44,10.56,222,Poor
DL013,17-07-2019,54.03,4.03,25.36,16.5,24.01,0.68,7.86,81,Satisfactory
DL013,18-07-2019,57.9,11.03,31.69,25.42,31.25,0.71,6.06,106,Moderate
DL013,19-07-2019,76.52,31.94,35.64,44.19,38.15,1.04,8.55,126,Moderate
DL013,20-07-2019,72.94,9.86,28.59,19.58,12.07,0.74,7.69,162,Moderate
DL013,21-07-2019,67.7,6.8,14.26,12.83,5.72,0.88,8.41,135,Moderate
DL013,22-07-2019,87.53,6.74,43.49,28.16,42.15,1.43,13.12,185,Moderate
DL013,23-07-2019,82.14,11.11,46.07,33,64.79,0.83,10.88,151,Moderate
DL013,24-07-2019,75.44,12.16,28.97,24.9,45.95,1.04,12.08,166,Moderate
DL013,25-07-2019,56.46,5.44,40.82,25.73,52.25,0.56,8.54,99,Satisfactory
DL013,26-07-2019,47.91,6.65,51.11,32.08,63.11,0.61,8.18,102,Moderate
DL013,27-07-2019,41.98,7.52,38.63,26.24,49.74,0.69,8.25,73,Satisfactory
DL013,28-07-2019,34.02,5.32,28.32,19.08,38.68,0.52,8.52,62,Satisfactory
DL013,29-07-2019,40.89,5.47,35.92,23.18,41.53,0.64,8.18,68,Satisfactory
DL013,30-07-2019,38.19,4.68,23.78,16.19,30.97,0.63,8.22,75,Satisfactory
DL013,31-07-2019,44.34,4.98,29.78,19.57,32.99,0.56,8.16,69,Satisfactory
DL013,01-08-2019,53.23,5.02,24.93,17.06,29.61,0.55,9,88,Satisfactory
DL013,02-08-2019,53.79,4.36,18.88,13.37,24.46,0.61,8.62,83,Satisfactory
DL013,03-08-2019,49.3,8.36,26.54,20.59,34.87,0.64,9.59,83,Satisfactory
DL013,04-08-2019,47.55,11.76,28.56,24.37,43.22,0.75,12.19,81,Satisfactory
DL013,05-08-2019,66.7,13.1,32,27.23,45.85,0.94,11.07,107,Moderate
DL013,06-08-2019,18.17,6.96,55.63,34.7,104.86,1.41,3.38,108,Moderate
DL013,07-08-2019,44.33,7.99,55.76,35.59,70.12,0.92,2.9,74,Satisfactory
DL013,08-08-2019,40.19,7.2,62.23,38.34,85.95,0.87,5.62,,
DL013,09-08-2019,27.89,4.72,29.01,18.93,39.89,0.82,6.89,47,Good
DL013,10-08-2019,21.8,4.06,29.96,18.93,36.45,0.81,7.25,46,Good
DL013,11-08-2019,,,,,,,,,
DL013,12-08-2019,32.77,5.5,19.81,10.22,25.44,0.62,20.26,,
DL013,13-08-2019,29.93,4.75,16.13,12.04,22.08,0.64,19.67,54,Satisfactory
DL013,14-08-2019,74.66,6.39,28.68,16.78,39.96,1.02,19.27,,
DL013,15-08-2019,46.57,7.1,15.08,13.57,27.57,0.87,22.16,109,Moderate
DL013,16-08-2019,27.68,5.48,18.75,14.2,28.15,0.67,10.3,54,Satisfactory
DL013,17-08-2019,20.62,7.66,16.28,14.66,28.17,0.49,5.08,45,Good
DL013,18-08-2019,25.11,7.58,14.73,13.77,25.9,0.85,26.74,55,Satisfactory
DL013,19-08-2019,56.17,17.39,15.74,22.14,36.06,1.1,28.08,84,Satisfactory
DL013,20-08-2019,65.27,17.44,19.83,23.44,32.84,1.02,14.02,111,Moderate
DL013,21-08-2019,69.03,5.63,17.38,13.6,23.12,0.99,5.47,116,Moderate
DL013,22-08-2019,79.96,15.02,16.69,19.35,28.4,0.96,6.93,165,Moderate
DL013,23-08-2019,74.13,38.34,9.97,29.22,46.78,1.18,6.64,139,Moderate
DL013,24-08-2019,90.51,80.25,15.3,53.87,74.61,1.75,6.85,180,Moderate
DL013,25-08-2019,62.97,8.04,18.86,16.27,23.81,0.8,3.31,155,Moderate
DL013,26-08-2019,34.95,10.58,17.16,17.45,25.11,0.81,6.59,81,Satisfactory
DL013,27-08-2019,62.84,20.67,15.44,24.62,31.37,0.98,8.05,96,Satisfactory
DL013,28-08-2019,65.25,16.74,9.54,18.39,27.27,0.95,3.28,117,Moderate
DL013,29-08-2019,42.25,8.09,28.08,20.98,28.96,0.76,5.84,88,Satisfactory
DL013,30-08-2019,63.93,8.74,31.6,23.54,30.91,0.54,5.5,88,Satisfactory
DL013,31-08-2019,59.97,6.69,23.44,17.62,30.06,0.78,5.81,99,Satisfactory
DL013,01-09-2019,43.3,7.01,16,13.99,24.86,0.68,6.28,105,Moderate
DL013,02-09-2019,49.98,6.99,15.24,13.57,22.91,0.56,6.17,69,Satisfactory
DL013,03-09-2019,92.51,5.65,14.88,12.31,20.65,0.69,10.99,157,Moderate
DL013,04-09-2019,82.83,5.15,18.34,13.72,21.17,0.65,13.24,196,Moderate
DL013,05-09-2019,35.18,6.1,24.1,17.5,27.94,0.47,15.06,100,Satisfactory
DL013,06-09-2019,40.77,7.22,25.17,18.96,27.41,0.43,15.13,62,Satisfactory
DL013,07-09-2019,33.39,8.34,29.8,22.28,31,0.4,15.37,61,Satisfactory
